Identifiant,Nom,Description,Tag 1,Tag 2,Tag 3,Latitude,Longitude,N° et nom de rue,CP,Ville,Année de création,Url site web,Email,Nom compte Twitter,Url page Facebook,Url page Google +,Url page Linkedin,Url page Viadeo,Catégorie
mpoware,Mpoware,MPoware est une société d'expertise et de conseil en innovation technologique et logicielle.,securite,mobilite,cloudcomputing,48.845378,2.821337,11 place de l'Alouette,77700,Bailly-Romainvilliers,2008,http://www.mpoware.com,,,,,,,Entreprise
multeam,Multeam,Multeam accompagne les entreprises qui ont des projets de développement dans leur démarche de levée de fonds auprès des investisseurs.,,,,48.876961,2.31503,3 rue Treilhard,75008,Paris,,http://www.multeam.fr,,,,,,,Prestataire
multee-gaming,Multee Gaming,MulteeGaming éditée par Almateos est une plateforme communautaire de joueurs de jeux vidéo leur permettant de miser de l'argent sur leurs victoires.,jeu,argent,,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2010,http://www.multeegaming.com,,,https://www.facebook.com/MulteeGamingFR,,http://www.linkedin.com/company/3181993,,Entreprise
multiposting,Multiposting,Multiposting développe des logiciels destinés aux professionnels des ressources humaines et fournit une solution de multi-diffusion d'annonces d'emploi et de stages sur internet.,rh,,,48.8801,2.33083,3 rue Moncey,75009,Paris,2008,http://www.multiposting.fr,,multiposting,https://www.facebook.com/multiposting,,http://www.linkedin.com/company/554904,,Entreprise
mutinerie,Mutinerie,"Mutinerie est un espace de coworking, un lieu est destiné à fournir aux indépendants et entrepreneurs un espace de travail, de rencontres et d’échanges : Libres Ensemble !",coworking,,,48.879761,2.37198,29 rue de Meaux,75019,Paris,2012,http://www.mutinerie.org,,MutinerieCrew,https://www.facebook.com/mutinerie.coworking,,,,Tiers-lieu
my-elefant,My Elefant,My Elefant est une agence digitale tournée vers les nouveaux usages du web et le multimedia mobile.,agence,,,48.816872,2.3006,32 rue Guy Moquet,92240,Malakoff,2010,http://www.myelefant.com,,_myelefant_,,,http://www.linkedin.com/company/1628888,,Entreprise
my-little-paris,My Little Paris,"Groupe média de newsletters créé en 2008, My Little Paris est une start-up qui rassemble aujourd’hui une équipe de 50 personnes et une communauté de 1 000 000 d’abonnés sur l’ensemble de ses déclinaisons.",,,,48.87261892829001,2.3356246948242188,13 boulevard Rochechouart,75009,Paris,2008,http://www.mylittleparis.com,amandine@mylittleparis.com,My_Little_Paris,https://www.facebook.com/mylittleparis?ref=ts&fref=ts,,,,Entreprise
my-precious-life,My Precious Life,"MyPreciousLife est le carnet d’inspiration sur mobile, la plus belle manière de prendre des notes.\\\\\\\\nDesign émotionnel et respect de la vie privée sont au cœur de la démarche de l’entreprise. www.mypreciouslife.com",,,,48.89398598100047,2.33762721900041,cité Nollez - 75018 Paris,,,2012,http://www.mypreciouslife.com,contact@mypreciouslife.com,M_PreciousLife,https://www.facebook.com/my.precious.life,,,,Entreprise
my-procurement,My Procurement,"Notre société commercialise la solution internet MyProcurement, première plate forme d’Achat communautaire B2B.\\nMyProcurement propose des services mutualisés de dématérialisation de l’information. ",,,,48.9000738,2.318301,6 boulevard du General Leclerc,92110,Clichy,2011,http://www.myprocurement.fr,,,,,,,Entreprise
myblee,myBlee,myBlee est une solution de contenu éducatif digital pour les enfants du primaire et du collège sur supports mobiles.,education,mobile,,48.865711,2.35332,243 rue Saint Martin,75003,Paris,2011,http://www.myblee.info,,myBlee1,https://www.facebook.com/myBlee,,http://www.linkedin.com/company/2963114,,Entreprise
mycityplanner,MYCITYPLANNER,"MYCITYPLANNER  crée des guides sur mesure avec un contenu personnalisé, sélectif et urbain qui place Paris au centre de la communication d'une marque ou d'une organisation. MYCITYPLANNER édite également un guide gratuit online: it-paris.com.",,,,48.86340260100047,2.2820868680004196,39 ave GEORGES MANDEL 75116 PARIS,,,2012,http://www.mycityplanner.com/,fabienne@it-paris.com,,https://www.facebook.com/itparis.bestcityguide?ref=hl,,,,Prestataire
myco2,Myco2,"MyCO2 aide les entreprises à devenir des leaders du développement durable, grâce à des solutions innovantes pour calculer, améliorer et communiquer leur information environnementale vers leurs clients.",,,,48.8195524,2.3135726,chez StartWay 87 rue Gabriel Péri,92120,Montrouge,2010,http://www.myco2.com/MyCO2/A_propos.html,,,,,,,Entreprise
myjobcompany,MyJobCompany,MyJobCompany est une plateforme de sourcing de CV via les réseaux sociaux qui permet à toute entreprise d'organiser un recrutement par cooptation et affiliation. ,recrutement,emploi,,48.878719,2.36391,17 rue Eugène Varlin,75010,Paris,2011,http://www.myjobcompany.com,,MyJobCompany,https://www.facebook.com/MyJobCompany,,http://www.linkedin.com/company/2398304,,Entreprise
mymajorcompany,MyMajorCompany,MyMajorCompany est une plateforme de financement participatif sur laquelle les créateurs de projets de tous horizons peuvent présenter leur projet à des milliers d’internautes et collecter les fonds nécessaires à leur réalisation. ,crowdfunding,economiecollaborative,,48.86948,2.34601,20 rue du Sentier,75002,Paris,2007,http://www.mymajorcompany.com,,MyMajorCompagny,https://www.facebook.com/mymajorcompany,,,,Entreprise
mymeetingsondemand,myMeetingsOndemand,"myMeetingsOndemand édite Meetings, une application Web qui permet de piloter efficacement les réunions, facilite la gestion des comptes rendus et améliore le suivi des actions décidées en session.",reunion,,,48.884102,2.27948,24 rue Perronet,92200,Neuilly-sur-Seine ,2011,http://www.mymeetingsondemand.com,,,,,http://www.linkedin.com/company/2593560,,Entreprise
mynextseo,myNextSeo,"myNextSeo est un service des gestion du référencement qui permet d'administrer les soumissions, les validations et les liens sur l'ensemble des plateformes SEO existantes.",referencement,seo,,48.86277,2.341,23 rue Jean-Jacques Rousseau,75001,Paris,2011,http://www.mynextseo.fr,,NextSeo_Info,https://www.facebook.com/Portail.NextSeo,https://plus.google.com/105492390119286475293,http://www.linkedin.com/company/nextseo,,Entreprise
myphotoagency,MYPHOTOAGENCY,"Première agence de photographes collaborative, Myphotoagency œuvre en faveur de l’émergence d’une communauté de nouveaux photographes, professionnels et amateurs, grâce au soutien des Internautes.",,,,48.86750284100049,2.3369625700004235,10 rue Chabanais - 75002 Paris,,,2012,http://www.myphotoagency.com,sarah@myphotoagency.com,Myphotoagency_,https://www.facebook.com/myphotoagency,,http://www.linkedin.com/company/myphotoagency,,Entreprise
mysportconnect,mySportConnect,mySportConnect est un service vidéo qui permet aux sportifs amateurs de revoir l’intégralité de leurs matchs et entraînements dès la sortie du terrain.,video,sport,,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2010,http://www.mysportconnect.net,,MySportConnect,https://www.facebook.com/mysportconnect,,http://www.linkedin.com/company/2309612,,Entreprise
n-sens,N-Sens,Nous réalisons des prototypes et des applications métiers pour les start-ups souhaitant proposer un service innovant sur le web.,,,,48.862378745000456,2.4160001190004436,26-28 avenue de la République,93170,Bagnolet,2012,http://n-sens.com,contact@n-sens.com,,https://www.facebook.com/nsens.officiel,,,,Prestataire
nagra-france,Nagra France,,securite,,,48.829568,2.274513,28 rue du Colonel Pierre Avia,75015,Paris,1989,http://www.nagra-france.fr,,,,,,,Entreprise
navidis,Navidis,"Navidis apporte des solutions innovantes aux acteurs et usagers de la Smart City et, avec ses solutions interactives multimédias, se positionne sur le segment du SoLoMo (Social / Local / Mobile).",solomo,smartcity,,48.82148,2.252705,2 place Jules Gévelot,92130,Issy-les-Moulineaux,2003,http://www.navidis.com,,NaviTwitt,,,,,Prestataire
nd-interactive,ND Interactive,"ND Interactive édite Everfeel, une plateforme de jeu social qui repose sur une technologie en temps réel (audio et animation 3D) d'Emotion On Demand, au croisement des jeux en ligne, des sites de rencontres et des réseaux sociaux.",jeu,socialgaming,eod,48.869789,2.36385,18 rue Yves Toudic,75010,Paris,2009,http://www.ndinteractive.net,,NDInteractive,https://www.facebook.com/ndinteractive,,http://www.linkedin.com/company/927280,,Entreprise
nealite,Nealite,Nealite est une agence de design de services et d'expérience utilisateur.,design,UX,,48.871448,2.34791,10 rue du Faubourg Poissonnière,75010,Paris,2005,http://www.nealite.fr,,nealite,https://www.facebook.com/nealite,,http://www.linkedin.com/company/32775,,Prestataire
nearbee,Nearbee,Nearbee propose la création d'outils collaboratifs sur-mesure pour les entreprises.,collaboratif,,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2007,http://www.nearbee.com,,,,,http://www.linkedin.com/company/312493,,Prestataire
necs,NECS,services pour la qualité logicielle,ocds,,,48.7792053,2.2818962,"196, rue Houdan",92330,Sceaux,2001,http://www.necs.eu,,,,,,,Entreprise
neediz,Neediz,Neediz participe à la révolution des outils d'entreprise dans le cloud. Exploiter la plus grande base de connaissance client de votre entreprise : la messagerie.\\n,,,,48.882767,2.17693,8 Residence Catellina Parc,92500,Rueil-Malmaison,2011,http://www.neediz.com/company,,,,,,,Entreprise
neko-entertainment,Neko Entertainment,Neko développe des jeux vidéos pour tout support à partir de sa technologie Neko Game Development Kit.,jeu,,,48.865629,2.392446,18 rue Soleillet,75020,Paris,1999,http://www.e-neko.com,,,https://www.facebook.com/pages/Neko-Entertainment/39766596594,,http://www.linkedin.com/company/49810,,Entreprise
nenuphar-development,Nenuphar Development,"Nenuphar Development crée des applications pour smartphone et tablette (iOS et Androïd) et propose notamment bdBuzz, shop et gestion de collection de BD numériques.",apps,mobile,bandedessinee,48.842258,2.32299,23 rue du Départ,75014,Paris,2011,http://www.nenuphar-development.com,,,https://www.facebook.com/pages/bdBuzz-page-officielle/169925583078795,,,,Entreprise
neo-telecoms,Neo Telecoms,"Opérateur de fibre optique, d’hébergement et de services IP, Neo Telecoms possède le plus gros réseau de fibre optique dédié aux entreprises en région Parisienne, ainsi que son propre backbone MPLS.",telecoms,,,48.8694361,2.3477983,21 rue Poissonnière,75002,Paris,1999,http://www.neotelecoms.com,,,,,,,Entreprise
neoap,Neoap,Neoap est un créateur de logiciels d'analyse de données multi-sources.,logiciel,marketing,,48.850479,2.27359,17 avenue Théophile Gautier,75016,Paris,2008,http://www.neoap.fr,,,,,,,Entreprise
neocamino,Neocamino,Neocamino accompagne les TPE/PME dans leur développement sur internet et propose un outil en ligne pour les aider à trouver des clients.,marketing,tpe-pme,,48.848579,2.32087,101 rue de Sèvres,75001,Paris,2012,http://www.neocamino.com,,neocamino,https://www.facebook.com/neocamino,,http://www.linkedin.com/company/2675641,,Prestataire
neosesame,Neosesame,Neosesame développe et commercialise les technologies et services logiciels en mode SaaS permettant de répondre aux demandes des entreprises souhaitant étendre leur stratégie vers les Mobiles et les nouveaux Média.,,,,48.8324955,2.2392489,46 avenue du Général Leclerc,92100,Boulogne-Billancourt,2010,http://www.neosesame.com,,,,,,,Entreprise
neotilus,Neotilus,"Neotilus est la filiale d’applications industrielles du groupe Degetel, un des leaders de l’intégration de solutions en Nouvelles technologies.",transport,telecoms,,48.8324955,2.2392489,46 avenue du General Leclerc,92100,Boulogne-Billancourt,2003,,,,,,,,Entreprise
neoxia,Neoxia,"Neoxia est un bureau d'études en Technologies de l'information dont l'objectif est de concevoir, développer, et mettre en œuvre les méthodes, outils, process et projets nécessaires à la transformation numérique des entreprises.",opensource,,,48.8701759,2.3065559,33 avenue des Champs Elysées,75008,Paris,2000,http://www.neoxia.com/,,,,,,,Entreprise
netasq,Netasq,\\nspécialisée dans la protection des réseaux internet,securite,,,50.6072583,3.1549609,Parc Scientifique de La Haute BorneParc Horizon Bâtiment 6 – avenue de l’Horizon,59650,Villeneuve-D'Ascq,1998,http://www.netasq.com,,,,,,,Entreprise
netdevices,NetDevices,NetDevices est une société spécialiste des technologies Internet qui conçoit et réalise des applications web et mobiles.,web,mobile,,48.825661,2.3835,15 rue Jean-Baptiste Berlier,75013,Paris,2009,http://www.netdevices.fr,,NetDevicesSAS,https://www.facebook.com/pages/NetDevices/179904762046034,,http://www.linkedin.com/company/netdevices-sas,,Prestataire
neteven,Neteven,Neteven est spécialisée dans les solutions ecommerce et la distribution sur les marketplaces.,ecommerce,,,48.89201,2.3752,204 rue de Crimée,75019,Paris,2005,http://www.neteven.com,,neteven,,,http://www.linkedin.com/company/282857,,Entreprise
netgem,Netgem,Netgem fournit ses solutions de divertissement pour tous les écrans de la maison connectée aux opérateurs multiservices.,iptv,,,48.882919,2.27325,27 rue d'Orléans,92200,Neuilly sur Seine,1996,http://www.netgem.com,,Netgem,,,http://www.linkedin.com/company/20555,,Entreprise
netmeno,Netmeno,"Netmeno développe miwo, une application mobile qui permet d'interagir avec ce qui se passe en temps-réel autour de soi et de diffuser des informations contextualisées.",geolocalisation,mobile,,48.84243,2.25717,32 rue de Civry,75016,Paris,2010,http://www.netmeno.com,,,https://www.facebook.com/FollowMiwo,,,,Entreprise
nettelo,Nettelo,Nettelo développe un scanner corporel 3D sur smartphone.,scanning,3d,mobile,48.893959,2.35278,110 rue des Poissonniers,75018,Paris,2012,http://www.nettelo.com,,,,,,,Entreprise
netvibes,Netvibes,Netvibes est une plateforme de création de dashboards personnalisés pour le web.,dashboard,,,48.869129,2.32463,10 place de la Madeleine,75008,Paris,2005,http://www.netvibes.com,,netvibes,https://www.facebook.com/netvibes,https://plus.google.com/+netvibes,http://www.linkedin.com/company/27092,,Entreprise
neuillylab,NeuillyLab,"NeuillyLab est un espace de travail, d’échanges et d’animation économique dédié aux créateurs d’entreprises qui apporte des services de conseil et d’accompagnement aux porteurs de projets.",hebergement,accompagnement,,48.883652,2.2631,171 avenue Charles de Gaulle,92200,Neuilly-sur-Seine,,http://www.neuillylab.com,,Neuillylab,https://www.facebook.com/pages/NeuillyLab/130920053601555,,,,Incubateur
neurones-assistance,Neurones Assistance,Géo-localisation en temps réel.\\n,telecoms,,,48.9388374,2.0021315,745 avenue des Bigochets,78670,Villennes-Sur-Seine,2010,http://www.my-neurones.com/,,,,,,,Entreprise
new3s,New3S,"New3S est un éditeur d'applications web et mobiles, un intégrateur de technologies et un prestataire de services.",web3d,mobile,,48.834278,2.41382,62 avenue Robert André Vivien,94160,Saint-Mandé,2003,http://www.new3s.com,,New3S,https://www.facebook.com/New3S,,http://www.linkedin.com/company/472468,,Prestataire
